province,name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,animates
Thanh Hóa,Khách Sạn Melanta - FLC Sầm Sơn,https://www.booking.com/hotel/vn/melanta.vi.html?aid=304142&label=gen173nr-1FCAso9AFCGXRoYW5nLWxvbmctbGwtZmxjLXNhbS1zb25IKlgEaPQBiAEBmAEquAEXyAEM2AEB6AEB-AECiAIBqAIDuALKlfyyBsACAdICJDcxZDVhNjU0LTNhOTYtNGE3Ny04MTgwLTViMWEyMzY0ZTlkNtgCBeACAQ&sid=2ee97cddf7513346aa9ebb9a861bea76&all_sr_blocks=524783503_330893467_4_2_0;checkin=2024-06-04;checkout=2024-06-05;dest_id=-3728014;dest_type=city;dist=0;group_adults=2;group_children=0;hapos=7;highlighted_blocks=524783503_330893467_4_2_0;hpos=7;matching_block_id=524783503_330893467_4_2_0;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;sr_pri_blocks=524783503_330893467_4_2_0__81900000;srepoch=1717504826;srpvid=b2a458e80db30193;type=total;ucfs=1&,Không có mô tả,640000,"Flc Grand villa FLC, Cảng Hàng Không Thọ Xuân (THD), Sen Biển Hotel - Restaurant Luxury",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipPdlpaUdYM_9vBsqfmzBF8cBYHoqU2rSbmG1qqA=s10000, https://lh5.googleusercontent.com/p/AF1QipMvac1mWZTpFr1sRDA43ZKQAtGraSbEPmvDf8_q=s10000, https://lh5.googleusercontent.com/p/AF1QipOJNxq4Md9A_aSN4g3ns_tCP0JDi3GTkxsg6c3Y=s10000, https://lh5.googleusercontent.com/p/AF1QipN3ExT3Kt9WsVjWxBYRL6X_Y4x5WWfAug5E7XHs=s10000, https://lh5.googleusercontent.com/p/AF1QipPqYw7VU5lOaalzwN7g-ce29oBPSNl8Rhq9Bq6H=s10000, https://lh5.googleusercontent.com/p/AF1QipOagkY8DhnKXRrFth7u2STJTABMH2-ZV3mBSZix=s10000, https://lh5.googleusercontent.com/p/AF1QipNwIUpR-dH9OIaeezsh7pFM0CKt29ahmU49kQ35=s10000, https://lh5.googleusercontent.com/p/AF1QipOXqw1Lcngmv_UB-Qca_b6zg5LtAFwkFZSFELMR=s10000, https://lh5.googleusercontent.com/p/AF1QipOePPoKCl_Zwl7o0QfQ393P8O0kB7BxgnjGuzCT=s10000",4.2,"Free breakfast, Free Wi-Fi, Free parking, Pool, Air conditioning, Beach access, Restaurant, Full-service laundry"
Thanh Hóa,Sen Biển Hotel - Restaurant Luxury,Không có link,Không có mô tả,800000,"Flc Grand villa FLC, Cảng Hàng Không Thọ Xuân (THD), Nhà hàng ATLANTIC",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipMMoSoljbaIueQnsXD4tWmpdTM0V8xxq7gzM1Vz=s10000, https://lh5.googleusercontent.com/p/AF1QipOP67qNxhWxYPXcZwWYbVS47bT9e2e3lD5pmhpH=s10000, https://lh5.googleusercontent.com/p/AF1QipNts8U0R7xIL9BxPRNa3_YI0-Ia3mQxmqs4Q-vr=s10000, https://lh5.googleusercontent.com/p/AF1QipPmLAp2HpCBn0ok2lv94QFf1s7nDy877piRuXrd=s10000, https://lh5.googleusercontent.com/p/AF1QipOT6CcscJtLB3aiBKOEXL_-jFN4mgQvFO4o0-5x=s10000, https://lh5.googleusercontent.com/p/AF1QipP9y1lUa0EJDCti7IJRTjrsld7PGzY6zlwmjbXt=s10000, https://lh5.googleusercontent.com/p/AF1QipMaDgOXhJCpM_JelJALbz7SANtkfreJzv00Zi5s=s10000, https://lh5.googleusercontent.com/p/AF1QipO0QkUNvcu1qQMAURvdR_gRVkNWPYdzQmM-4J-4=s10000, https://lh5.googleusercontent.com/p/AF1QipPrGu8qGbxDSSwQssba7qyBgxapNfcsSIdPm0Cr=s10000",4.3,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Thanh Hóa,Khách sạn Ngọc Châu,https://www.agoda.com/vi-vn/khach-s-n-ng-c-chau/hotel/sam-son-vn.html?locale=vi-vn&ckuid=0cf06901-e52d-478c-a3dd-c6ae6867803f&prid=0&currency=VND&correlationId=9a316d5c-ead2-403f-ac1d-fc02c7c1d2e0&analyticsSessionId=-1266177364334158639&pageTypeId=7&realLanguageId=24&languageId=24&origin=VN&stateCode=HN&cid=1555740&userId=0cf06901-e52d-478c-a3dd-c6ae6867803f&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=vi-vn&cultureInfoName=vi-vn&machineName=hk-pc-2h-acm-web-user-5864c59c48-sw295&trafficGroupId=4&trafficSubGroupId=6&aid=178961&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Edge%20%28Chromium%29%20for%20Windows&cdnDomain=agoda.net&checkIn=2025-04-16&checkOut=2025-04-17&rooms=1&adults=2&childs=0&priceCur=VND&los=1&textToSearch=Kh%C3%A1ch%20s%E1%BA%A1n%20Ng%E1%BB%8Dc%20Ch%C3%A2u&productType=-1&travellerType=1&familyMode=off,Không có mô tả,374755,"Bãi biển Sầm Sơn, Cảng Hàng Không Thọ Xuân (THD), Càng Buffet",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipN2jeSYayytPNhJIEhsZ2nOEnOXdnlXGhRaN4LO=s10000, https://lh5.googleusercontent.com/p/AF1QipOyi-H-AiU295fLXQdcC6_KTakWMIWhAiGsNwOq=s10000, https://lh5.googleusercontent.com/p/AF1QipPYvb2W79264x7IK2UUSOVtQMy26HRGLQjXnZ5v=s10000, https://lh5.googleusercontent.com/p/AF1QipPEGPDH4JA2T193B6wEv8X0YZbHn0MhzxUapelh=s10000, https://lh5.googleusercontent.com/p/AF1QipNQqpGHMm2W_XDyIuRbEqTGGBLKV3pyH0ROvdZf=s10000, https://lh5.googleusercontent.com/p/AF1QipOpWkAqoV_-G4ulkY2sdAAAVGvFCBg_aNeBzESs=s10000, https://lh5.googleusercontent.com/p/AF1QipOsKRBngtEgGA7xgvQgOjqsUDKMT6CBD89AAi8P=s10000, https://lh5.googleusercontent.com/p/AF1QipPnxUq80rex-6iu80LxUNdj9CJfesnbUIfTqtbN=s10000, https://lh5.googleusercontent.com/p/AF1QipO1NX_I9I-qf_YSuped-5R21_KNd41zfqFUuPr_=s10000",4.3,"Breakfast ($), Free Wi-Fi, Parking ($), Pool, Air conditioning"
Thanh Hóa,FLC Luxury Sầm Sơn Resort,https://flchotelsresorts.com/quan-the/flc-sam-son,Không có mô tả,5700000,"Bãi tắm FLC, Cảng Hàng Không Thọ Xuân (THD), Hương Biển Seafood Restaurant",Khách sạn 5 sao,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/4a/66/47/balcony.jpg?w=2100&h=1400&s=1, https://images.trvl-media.com/lodging/12000000/11760000/11755900/11755853/6b38943f_z.jpg, https://images.trvl-media.com/lodging/12000000/11760000/11755900/11755853/ecf3b14a_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/08/d0/00/5b/a-la-carte-facade.jpg?w=1800&h=900&s=1, https://lh5.googleusercontent.com/p/AF1QipMw1T9lUG_ZDYVTNN4mhrl_LqIceUqHRCI9g4Ac=s10000, https://photos.hotelbeds.com/giata/original/64/642991/642991a_hb_f_001.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/5b/24/5d/lobby-lounge.jpg?w=2100&h=1200&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0f/48/c9/95/fish-ca-restaurant.jpg?w=2100&h=1400&s=1, https://images.trvl-media.com/lodging/12000000/11760000/11755900/11755853/5c9049f4_z.jpg",2.7,"Free breakfast, Free Wi-Fi, Free parking, Pools, Air conditioning, Fitness centre, Spa, Beach access, Bar, Restaurant, Room service, Kitchen in some rooms, Airport shuttle, Full-service laundry, Accessible, Business centre, Child-friendly"
Thanh Hóa,Sen Bien Hotel,Không có link,Không có mô tả,800000,"Bãi tắm FLC, Cảng Hàng Không Thọ Xuân (THD), Hương Biển Seafood Restaurant",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipNu61HisaILE-nIDYPTTrlMPXnmCDj5kP-nsnHl=s10000, https://lh5.googleusercontent.com/p/AF1QipO8eETd1rvqBtUhnUideMl7y7h5IDaoRW_Ac66A=s10000, https://lh5.googleusercontent.com/p/AF1QipMzNYyHJmPGwtUzac7Z2igYH9_vLq5dXG_LwJEL=s10000, https://lh5.googleusercontent.com/p/AF1QipPXwsnVlu_Qy0tR4jdBbKKRQ7Q0vcrIg3n_gtoL=s10000, https://lh5.googleusercontent.com/p/AF1QipPsdrObmAGrZcwtCBkNrb9IuFjBS5xyasK51jSJ=s10000, https://lh5.googleusercontent.com/p/AF1QipP8wgAMwryYRf46MoBno-54Agqdu--loFR9Xdoo=s10000, https://lh5.googleusercontent.com/p/AF1QipNtHsP6lvtonEqBIf0xTtCfNdB7ACQLcMd00bJP=s10000, https://lh5.googleusercontent.com/p/AF1QipOr2ZEqFPqhncBBCqdNit06vkEamh1qtZ7MzHfv=s10000, https://lh5.googleusercontent.com/p/AF1QipNcxH1Y2buksnp2UP_x7AyLdJDeiGt_Ji9DwzeY=s10000",2.9,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Thanh Hóa,Khách sạn Blue ocean,Không có link,Không có mô tả,868000,,Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipNhbvSA_eIv3kDdaLSe0DOSnmqKOv8giRefumrs=s10000, https://lh5.googleusercontent.com/p/AF1QipPkGalX6Lo1u0KPQuu3U7qV2GrUmomCDHeAKcOp=s10000, https://lh5.googleusercontent.com/p/AF1QipN1FYSeUTmjW9-2OH9GQQjGe4RGM5AUQzkfdL6S=s10000, https://lh5.googleusercontent.com/p/AF1QipM_Izs5IMmgg8AEEhffCFP2AyTY1G9Je--lyUX-=s10000, https://lh5.googleusercontent.com/p/AF1QipMSMgQV5zUrVJTOrJw9M5rmqCRmQ7gLPq7rtCu5=s10000, https://lh5.googleusercontent.com/p/AF1QipN6Q6J5MN4IJQfSGMXp7nzreGyMjiEooCD2PrKX=s10000, https://lh5.googleusercontent.com/p/AF1QipPk05QaNC1lWN473Z2fSQ0enAvUW-BSBaJL7QmP=s10000, https://lh5.googleusercontent.com/p/AF1QipO3eCJuxu1NGOwb-djbzr58zmSAOgGtOCy4oChr=s10000, https://lh5.googleusercontent.com/p/AF1QipOiti4gyufRo6kCVWob0fDcUEMiQNzTm8qHKq-P=s10000",,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Thanh Hóa,Realux Hotel,Không có link,Không có mô tả,420000,"Flc Grand villa FLC, Cảng Hàng Không Thọ Xuân (THD), Nhà Hàng Lake Side Restaurant",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipNdnVnRyZX0Se7aYbpExGE1yFWjP6amwjbZClQT=s10000, https://lh5.googleusercontent.com/p/AF1QipOP_diX42fSrju3bIFJNb4AdQmMMLj2BZeT-sEX=s10000, https://lh5.googleusercontent.com/p/AF1QipNHIlulABm6WzJIi1gguOh6Thepa29giTu0R86l=s10000, https://lh5.googleusercontent.com/p/AF1QipPGlgszApqQKrOTaG42k1mqz7xJeNFFJjDxcPiM=s10000, https://lh5.googleusercontent.com/p/AF1QipNFHZHLRqdku1Rvzwt0W1-7110JEG8LqZNqFDrd=s10000, https://lh5.googleusercontent.com/p/AF1QipNI-HFkC8n1LVWDsrhrTLxrEGVJLhqFeLdC8ew5=s10000, https://lh5.googleusercontent.com/p/AF1QipPLTd5Fz0xVYPSRa1kori8wUKbbQZoMDpTsAxmC=s10000, https://lh5.googleusercontent.com/p/AF1QipOZT7iCZ1-8qP0dqj9ZZbe_6FVjPOqs5PhGHJn0=s10000, https://lh5.googleusercontent.com/p/AF1QipMa4284dDR9BzB452Yf9bIyKEtMfOuDF9vG3-QW=s10000",3.6,"Free breakfast, Free Wi-Fi, Pool, Air conditioning, Beach access, Restaurant, Full-service laundry"
Thanh Hóa,Khách Sạn Nhân Đức - Sầm Sơn,https://nhanduchotelsamson.vn/,Không có mô tả,503500,"Bãi tắm C, Cảng Hàng Không Thọ Xuân (THD), Nhà hàng Thuý Nga",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipMDcllAIz39iZzMf1Ot-qOxHqUrmVGsR5I0lz3I=s10000, https://lh5.googleusercontent.com/p/AF1QipNkw28Bh364Sot6cW9s4iitQqC5H03LVKYmdagz=s10000, https://lh5.googleusercontent.com/p/AF1QipPvxVlYUhXYhSPJeO7FQ81oKXmzOEnYeUcV54XH=s10000, https://lh5.googleusercontent.com/p/AF1QipNZHmukyul_SQggSOVhqvDe2qooJxAieEcV7pvd=s10000, https://lh5.googleusercontent.com/p/AF1QipMvEPqz2aajPMHYPw_pcGxD_IzqtlOSHBWQ5NYg=s10000, https://lh5.googleusercontent.com/p/AF1QipNZTsY3iKeC1NLYBNfgkA3Z3PE1JXW48EojcVKr=s10000, https://lh5.googleusercontent.com/p/AF1QipN5LJJMyaBem6LLvWtwrtvqXKWEKDRMpnGzyAGy=s10000, https://images.trvl-media.com/lodging/54000000/53870000/53867800/53867798/f6cc645e_z.jpg, https://images.trvl-media.com/lodging/54000000/53870000/53867800/53867798/9f2ffcd2_z.jpg",4.2,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Beach access, Restaurant, Kitchen in some rooms, Airport shuttle, Full-service laundry, Accessible"
Thanh Hóa,Khách sạn Ninh Hà,Không có link,Không có mô tả,285000,"Bãi tắm A, Cảng Hàng Không Thọ Xuân (THD), Xôi Nối",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipNs3Z1263XniVzGT1rAuHFoo_BF_iztTrLodSZo=s10000, https://lh5.googleusercontent.com/p/AF1QipN4eInxKB4uKhB3QVwuFGDj0rqcFPT5hIBmkXwa=s10000, https://lh5.googleusercontent.com/p/AF1QipML7lVnv3oBpQDMETVwtocMvFMA6vhDbHAvDvoI=s10000, https://lh5.googleusercontent.com/p/AF1QipPYsFFAZ-dMrIVrFSlB1NLxHFXnBDumBrGhUIeE=s10000, https://lh5.googleusercontent.com/p/AF1QipOP6Nuqpz5Z6tH-sDBe_6NwtyNYmb-4MC_XEswH=s10000, https://lh5.googleusercontent.com/p/AF1QipPb4cvprk-xBx3TCR3tDy-29V2r7dJ5maDg20B-=s10000, https://lh5.googleusercontent.com/p/AF1QipMN0zgQPLkdMtOy7Se2xWi4Y5INm2p-Zi3a4nMF=s10000, https://lh5.googleusercontent.com/p/AF1QipNuoJM1FTvBbFYUMe2WG6WxEaPb2tiy_1hPvfhx=s10000, https://lh5.googleusercontent.com/p/AF1QipOXLqe7LPBppAuH_gzDcb5nQtb8OrhhTOs6EVpF=s10000",4.2,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Thanh Hóa,Mai Homestay,https://www.facebook.com/homestay.at.samson,Không có mô tả,350000,"Bãi Đá Biển Sầm Sơn, Cảng Hàng Không Thọ Xuân (THD), Thiện Hòa Restaurant",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipPofK2zdoTMoi4D7WIlF-JGE47cYWcTOyeYCG7i=s10000, https://lh5.googleusercontent.com/p/AF1QipNZbo5G_4A11flo3kGy5uKj0_c6BcYtaUKVo4Gq=s10000, https://lh5.googleusercontent.com/p/AF1QipMLZXCHfh90BqDkcwXFNd1tXYd5IrfQqmYkbLr_=s10000, https://lh5.googleusercontent.com/p/AF1QipPH9oQ5AVcfmiNM9RvbZEmx3YPTJYD6NMcoL62h=s10000, https://lh5.googleusercontent.com/p/AF1QipMJlTu9qu5yz8oJ-Qvmk27ODavmvtwpm7xPMC8-=s10000, https://lh5.googleusercontent.com/p/AF1QipPT1qc5eZ254xKCGb_OpQB10mxjToEtwxozoKmM=s10000, https://lh5.googleusercontent.com/p/AF1QipNzOELbLE_U8d_XVgWWAV1d4P3LtknRoOmPv0wQ=s10000, https://lh5.googleusercontent.com/p/AF1QipMLxCg-jyRbAwbBWfaf-SVpBXIQF934Dg72scmW=s10000, https://lh5.googleusercontent.com/p/AF1QipOHHZmyq6zIbgpSnYIze4j6p67suabFGLx0uX2S=s10000",3.6,"Breakfast ($), Free Wi-Fi, Free parking, Bar, Restaurant, Room service, Child-friendly, Smoke-free property"
Thanh Hóa,HOẰNG MINH HOTEL - Superior King Room,https://www.bluepillow.com/search?p_id=589de5487c00cb10c8d9455c&dest=bkng&cat=Apartment&accomodationids=5f087ddbe24da40d2076b321,Không có mô tả,401640,Cảng Hàng Không Thọ Xuân (THD),Không có hạng sao,"https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/360797708.jpg?k=59002e188af9cffbefefccc59907abcb797c0dd26239ae8c257af019ddd51bb0&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/294513979.jpg?k=4caac80bfb9a297399519eb51a309e02f0519a1c69335d43189271f6711951b7&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/360805924.jpg?k=316a71161360719222335a2c0ba00641fea33174253142b5283df29764797307&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/360805901.jpg?k=474e68d5fcda143fd4e61db73dd58b650e1ce34d9d4bd61d1c7725114e306ec6&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/260937955.jpg?k=49fcbdfb21d924dd483680a31cc58b172ec7168c8824634ea92e0bebe2f0e242&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/360805862.jpg?k=b366a02f6823e35bfad93ceeda19c57af3bd42dc3297e1f86f3f723d98aa856e&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/360782579.jpg?k=094e266c7b38fa22ea9521da2d5727fa66e855c0e80e537cb688aba50c41a9bc&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/260756923.jpg?k=100a80ebc1e534d95606228a65e358e2e1d3e2857d65abacaa51d9ee4aece444&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/360782571.jpg?k=e3ba183443d2855cf1e92a0eb26e79ee02c51c8dfd46c5521996ccb9ce686852&o=",4,"Điều hòa nhiệt độ, Ban công, Có đường ra bãi biển, Giường cũi, Thang máy, Trung tâm thể dục, Bể bơi trong nhà, Bếp, Không hút thuốc, Truyền hình cáp, Máy giặt, Có lối đi cho xe lăn, Đỗ xe miễn phí"
Thanh Hóa,Villa FLC Sầm Sơn - Sao Biển 101,https://www.booking.com/hotel/vn/sao-bien-101-flc-sam-son.en.html?aid=2068758;label=seogooglelocal-link-imagesaow-hotel-11965276_grp-0_gendate-20240917;utm_source=seogooglelocal;utm_medium=description;utm_term=hotel-11965276;utm_campaign=en,Không có mô tả,3300000,"Cảng Hàng Không Thọ Xuân (THD), Hương Biển Seafood Restaurant",Không có hạng sao,"https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhbIdsA0rb2xlgQGfHn0ulvh60VL-hMzWUA1npd7nJys-Ft5AddPvQWBzObjhcbgWSZTENFtHc9GzidWMG7g7K_GsWieUy_cPV17HGqToKA==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGB7yj7pnzSGR0U4eHWB4TyczodotdorH-_JlEAUQuNhsJmd23n2BxtfxOIdO5v3sTBxwqI-T9GXtfa_8mge0b5ojmnemaAbLNJf9JX66Pw==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGFSaqkIkj-Dt1VJdY3EHwn2xIMij8EgaRuUdt6LiQljZxhi3hp6xwTKKCLlSTi59TkKayr1k7UnIkm6CIIMuZQ3L9y7F4OteW3lIN80uMg==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGLXKNJ-y4iCn_Y8HdSRSEQV_DDW3jVPUOJVwy79biVwokivJXDP9XGqqbdC6QEZw4FS-8FbGK884pMusSFG_Yw-EIh1sxgqXUv3Nw1k4HQ==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGMEfQOBW-dnEuBvhBEXryqsFAam5jyksQ1U1fE9-bX3p9Dte7aWYU9z54hRXkr7o_kVVzuIbimMk-SjChTBAR0wJV9hLQGavilAKG77W8w==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGGVr6HehCjuZuck22hW6G5jlondFGlGOwi0LyXPnGKEA3er516hFPqWisVbRtSSGDJWXULaLCXWvgAmGBoi1eu7zmQOdmB_R-1VQVrfDCg==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGEVy_5P2qgwpJn-WSKBePMQUV6EOihn7-1USC1eZfh6_pZ6CKXgtl67qkbE2bjevcfmf4MVznS1oJ0uXh7te7Sk0O7mHxPPeghoklDnblg==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGC2nDvBk2KFd75saRkYbOYDAqeWtUcfN7zbVt6hODvYruLm2eUzYStLGquOCJGtyiZbwPKFYT4_HOKkdujvOv4OI43iS7A9HVSFvLNY2Gw==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhTeXwS-FrNxuB4QQYaEvGPL2TN2N-Ekw3821N5xwsp5VaiR9-I8c87wJBORYGAndBEHpZ_6X_SH72NTeRkp87_bCXYZSePBeusduYF5KHw==.jpg",2.7,"Điều hòa nhiệt độ, Trung tâm thể dục, Máy sưởi, Kệ bàn là, Bếp, Lò vi sóng, Lò nướng, Chấp nhận vật nuôi, Không hút thuốc, Truyền hình cáp, Máy giặt"
Huế,Tò Vò Hostel - Huế,https://tovohostel.com/,Không có mô tả,416139,"Đường đi bộ Huế, Huế Nguyễn Thái Học, Cảng hàng không quốc tế Đà Nẵng, Buffet Huế & Sushi Huế - Yaki Yum",Khách sạn 2 sao,"https://lh5.googleusercontent.com/p/AF1QipNnq_orol6IZxWbUP6bo2lpwSzkJPkK4PQFShSi=s10000, https://lh5.googleusercontent.com/p/AF1QipP2PI0IE1nuWpeSccNCMCa2_YY-Mfv7Akr3mXaY=s10000, https://lh5.googleusercontent.com/p/AF1QipOQrvnm4rmC-wawcs4c79N9P-Qoy7S3MiaNio4R=s10000, https://lh5.googleusercontent.com/p/AF1QipN66umXm0I0qePN6rgWOWg92RVya8e2-O3bH70G=s10000, https://lh5.googleusercontent.com/p/AF1QipMHPOVyU3WdlEQBwYl_HeRIFon_Ch_kPE7hnk_t=s10000, https://lh5.googleusercontent.com/p/AF1QipNhpvIPY4JxCoqjfCy5jYntaAMyH-NB1UQvOYRm=s10000, https://lh5.googleusercontent.com/p/AF1QipMGZXvZHwAAHEqPWEfdqlo1iyw9BhUdoVkFR47S=s10000, https://lh5.googleusercontent.com/p/AF1QipP0oUpam3gFIj3A3bDf3eIwnrsAn5RPqZfBgpA4=s10000, https://lh5.googleusercontent.com/p/AF1QipMJ1-jESFnfaVrxkp99JFNHX-_RG9yIi7jP0UVT=s10000",4.8,"Free breakfast, Free Wi-Fi, Parking ($), Air conditioning, Restaurant, Kitchen in some rooms, Airport shuttle, Full-service laundry, Child-friendly, Smoke-free property"
Huế,Trường Tiền Hotel,http://www.truongtienhotel.com/,Không có mô tả,704098,"Đường đi bộ Huế, Huế Văn phòng Xe Queen Cafe, Cảng hàng không quốc tế Đà Nẵng, Quán Hạnh",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipMrCPLOh-oat-H4J5j86KePB5n67cUSoE1t5Zh3=s10000, https://lh5.googleusercontent.com/p/AF1QipM0HtkDlU1FCGZLBk0h-f57RaYEg7dZzTEWWK8b=s10000, https://lh5.googleusercontent.com/p/AF1QipNp9ypKOXpX80JocMK-ItxEBvTqdfe09OLAt2aE=s10000, https://lh5.googleusercontent.com/p/AF1QipNIb6tuoAtPO_by1hz0xKPWGyFLqXZIZvyoW5_J=s10000, https://lh5.googleusercontent.com/p/AF1QipPI1hfKXgwwvfV8IXocYEAPTexctWtiLHZd_Puy=s10000, https://lh5.googleusercontent.com/p/AF1QipMxMxJPEA5TK6cXqcwfyhtgtqqpLiPv2EK5-O1R=s10000, https://lh5.googleusercontent.com/p/AF1QipMn7cay8QnZ2197zwYH2buNGDjedsA12-CMvn5z=s10000, https://lh5.googleusercontent.com/p/AF1QipNbmpvTarxeDof16CP8cPATI-ltbKUwfqWVUgrO=s10000, https://lh5.googleusercontent.com/p/AF1QipN44o4EnkCfsQwZk1SU-aLyzn_AOYRdZ14aTQt_=s10000",4.9,"Free Wi-Fi, Parking, Full-service laundry"
Huế,EUREKA ECO,Không có link,Không có mô tả,935000,"Cảng hàng không quốc tế Đà Nẵng, Nhà Hàng Xuân Phú",Không có hạng sao,"https://images.getaroom-cdn.com/image/upload/s--3SZEWuwF--/c_limit,e_improve,fl_lossy.immutable_cache,h_940,q_auto:good,w_940/v1737468237/6a014b4c684da4c8dbb3971f42da63ca37f5868d?atc=4e8c2e94, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGCEX5mqV2vOik8bbk6PQc_fikU4jFgtZVbpAmDYcTz_tRQdapZ2HcxLeAeQ3jWeURLuTVJsUUXoqQ75oWRuz4yQpeB9OAVIOZgks5KZ7JA==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGJX0CY8tWy7SHiwOvkGA5h1ql42HZBMxkrkEmI89U4FxF62HZ-DkHUrchu-EDob0VM-g7mFkhnzHUx9rnFvklcQsnpxMfiQLikRp0r6U8Q==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGIqbEiXJ0Xd0urG8RWci73KDoKW7woEPDw_KrGpAKkgdP3IAMR5p_eDe9i4RLtwiUk5HqCuu_EBuDT9UBGot9g10bwTLidoP-7egOsdhSw==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGGTnyhVfTfPqt5LJzee-gEeRfDog9t9JotXaguhTOzsGkNv5uMg_irUgGNroWtyblD93N8_1ffz5BQYCC7Jl-YD7ORC5JAENI2L-ZJOiLQ==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGGJtI-5LCO6wjZD1wzkQE-PMaKITb172AgXX8hME2XJQOgoSEqVCHrlyUWNgchqhgeicglV_CytWk8_RoMPYjblPplLV2YFTQx7OVY-ipw==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhSD25dV8xDXUWRMfF_RrF4Yc1r6JXPKw3-9KMFoEpkE4r-Cy8ltdXfhYlHoFJNF15l4l6xfdDkusM3f2qKpxPmN-2skvDHID0sjZiT87Vw==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZFsp563N_OGJua0U2FyfnC6tlHJtDuMbBSpIexcvOL1HnD6fBGXgylP5AR6RkUmWmLn-nj6HcIWMRKhSOVyDzIzpHsb7nTRAVeTwNDTv98Bgvmi9IBdA==.jpg, https://xx.bstatic.com/xdata/w/hotel/840x460_watermarked_standard/UlZBBopCc2ozhYL3yJ3zMExJN6Ai8iwkE9hvKlj6lTG0hP2Tans9DmY9osfmnhVF6VEKEO7cxzolAuTuLghJ0kSl_JuHo-C92KICRMZHYMHhNpCvW39qLg==.jpg",3.3,"Điều hòa nhiệt độ, Giường cũi, Thang máy, Trung tâm thể dục, Máy sưởi, Kệ bàn là, Bếp, Lò vi sóng, Lò nướng, Chấp nhận vật nuôi, Không hút thuốc, Truyền hình cáp, Máy giặt, Có lối đi cho xe lăn"
